Timestamp,Open,High,Low,Close
2022-01-01 00:00:00,50000.00,50019.40,49956.72,49977.78
2022-01-01 01:00:00,49977.78,50034.71,49815.24,49821.81
2022-01-01 02:00:00,49821.81,49870.83,49773.86,49791.81
2022-01-01 03:00:00,49791.81,49922.42,49760.13,49889.48
2022-01-01 04:00:00,49889.48,49914.66,49779.06,49808.37
2022-01-01 05:00:00,49808.37,49843.87,49774.19,49814.45
2022-01-01 06:00:00,49814.45,49821.75,49677.46,49690.32
2022-01-01 07:00:00,49690.32,49722.62,49685.21,49698.30
2022-01-01 08:00:00,49698.30,49779.87,49659.74,49766.03
2022-01-01 09:00:00,49766.03,49813.10,49668.46,49706.85
2022-01-01 10:00:00,49706.85,49768.33,49656.68,49710.03
2022-01-01 11:00:00,49710.03,49717.57,49608.65,49633.86
2022-01-01 12:00:00,49633.86,49691.36,49606.52,49688.43
2022-01-01 13:00:00,49688.43,49706.82,49644.70,49701.52
2022-01-01 14:00:00,49701.52,49732.71,49678.84,49690.48
2022-01-01 15:00:00,49690.48,49716.30,49615.76,49621.31
2022-01-01 16:00:00,49621.31,49754.64,49620.55,49725.08
2022-01-01 17:00:00,49725.08,49783.20,49718.19,49731.81
2022-01-01 18:00:00,49731.81,49780.31,49643.52,49644.23
2022-01-01 19:00:00,49644.23,49751.43,49593.98,49717.20
2022-01-01 20:00:00,49717.20,49756.61,49625.38,49626.29
2022-01-01 21:00:00,49626.29,49632.90,49569.64,49593.87
2022-01-01 22:00:00,49593.87,49637.88,49558.79,49559.07
2022-01-01 23:00:00,49559.07,49610.59,49426.35,49453.98
2022-01-02 00:00:00,49453.98,49479.96,49226.95,49281.65
2022-01-02 01:00:00,49281.65,49335.56,49239.64,49253.71
2022-01-02 02:00:00,49253.71,49346.96,49245.43,49330.63
2022-01-02 03:00:00,49330.63,49340.91,49247.86,49280.24
2022-01-02 04:00:00,49280.24,49364.90,49270.45,49341.95
2022-01-02 05:00:00,49341.95,49449.45,49322.61,49411.49
2022-01-02 06:00:00,49411.49,49517.02,49408.24,49486.53
2022-01-02 07:00:00,49486.53,49544.57,49367.31,49417.50
2022-01-02 08:00:00,49417.50,49434.12,49283.62,49337.62
2022-01-02 09:00:00,49337.62,49563.47,49317.71,49539.38
2022-01-02 10:00:00,49539.38,49545.24,49446.89,49473.03
2022-01-02 11:00:00,49473.03,49500.25,49397.87,49420.26
2022-01-02 12:00:00,49420.26,49439.11,49270.10,49286.30
2022-01-02 13:00:00,49286.30,49336.17,49125.50,49183.38
2022-01-02 14:00:00,49183.38,49280.43,49159.33,49244.11
2022-01-02 15:00:00,49244.11,49301.11,49238.46,49282.22
2022-01-02 16:00:00,49282.22,49311.35,49272.08,49277.87
2022-01-02 17:00:00,49277.87,49316.67,49225.46,49288.33
2022-01-02 18:00:00,49288.33,49333.18,49178.99,49225.32
2022-01-02 19:00:00,49225.32,49257.60,49192.52,49247.30
2022-01-02 20:00:00,49247.30,49274.43,49210.19,49271.77
2022-01-02 21:00:00,49271.77,49366.00,49233.71,49327.89
2022-01-02 22:00:00,49327.89,49372.06,49300.70,49306.41
2022-01-02 23:00:00,49306.41,49361.97,49224.44,49280.66
2022-01-03 00:00:00,49280.66,49285.48,49159.74,49214.98
2022-01-03 01:00:00,49214.98,49353.94,49198.89,49342.40
2022-01-03 02:00:00,49342.40,49384.49,49324.39,49352.67
2022-01-03 03:00:00,49352.67,49509.38,49349.34,49503.60
2022-01-03 04:00:00,49503.60,49587.38,49477.15,49543.56
2022-01-03 05:00:00,49543.56,49603.23,49491.07,49535.92
2022-01-03 06:00:00,49535.92,49675.92,49484.63,49670.02
2022-01-03 07:00:00,49670.02,49709.06,49632.68,49658.51
2022-01-03 08:00:00,49658.51,49823.32,49605.79,49777.47
2022-01-03 09:00:00,49777.47,49807.51,49637.61,49677.46
2022-01-03 10:00:00,49677.46,49867.85,49637.77,49827.94
2022-01-03 11:00:00,49827.94,49863.85,49772.39,49801.25
2022-01-03 12:00:00,49801.25,49902.16,49758.18,49864.71
2022-01-03 13:00:00,49864.71,49999.17,49809.24,49962.97
2022-01-03 14:00:00,49962.97,49975.19,49859.08,49879.26
2022-01-03 15:00:00,49879.26,49907.12,49768.42,49807.16
2022-01-03 16:00:00,49807.16,49844.16,49751.66,49763.14
2022-01-03 17:00:00,49763.14,49789.87,49732.34,49748.98
2022-01-03 18:00:00,49748.98,49799.82,49740.47,49751.09
2022-01-03 19:00:00,49751.09,49805.36,49716.47,49739.06
2022-01-03 20:00:00,49739.06,49823.12,49714.66,49768.94
2022-01-03 21:00:00,49768.94,49790.40,49678.10,49685.57
2022-01-03 22:00:00,49685.57,49778.70,49638.65,49771.45
2022-01-03 23:00:00,49771.45,49786.45,49762.62,49785.07
2022-01-04 00:00:00,49785.07,49831.46,49737.45,49815.21
2022-01-04 01:00:00,49815.21,49829.96,49776.57,49789.63
2022-01-04 02:00:00,49789.63,49820.36,49674.56,49712.99
2022-01-04 03:00:00,49712.99,49767.94,49668.78,49670.33
2022-01-04 04:00:00,49670.33,49719.18,49616.19,49668.85
2022-01-04 05:00:00,49668.85,49696.44,49538.31,49597.61
2022-01-04 06:00:00,49597.61,49629.87,49548.44,49572.16
2022-01-04 07:00:00,49572.16,49750.92,49527.49,49727.14
2022-01-04 08:00:00,49727.14,49763.47,49561.60,49621.38
2022-01-04 09:00:00,49621.38,49671.63,49578.25,49602.82
2022-01-04 10:00:00,49602.82,49706.17,49553.00,49702.13
2022-01-04 11:00:00,49702.13,49743.76,49638.22,49684.95
2022-01-04 12:00:00,49684.95,49746.18,49662.98,49719.96
2022-01-04 13:00:00,49719.96,49764.68,49556.29,49583.52
2022-01-04 14:00:00,49583.52,49604.49,49404.87,49453.38
2022-01-04 15:00:00,49453.38,49585.48,49426.81,49554.31
2022-01-04 16:00:00,49554.31,49576.58,49496.52,49520.17
2022-01-04 17:00:00,49520.17,49564.56,49471.25,49490.44
2022-01-04 18:00:00,49490.44,49510.99,49373.83,49374.51
2022-01-04 19:00:00,49374.51,49425.10,49256.58,49313.56
2022-01-04 20:00:00,49313.56,49383.23,49302.45,49329.38
2022-01-04 21:00:00,49329.38,49372.68,49108.21,49125.55
2022-01-04 22:00:00,49125.55,49144.07,48966.55,48983.63
2022-01-04 23:00:00,48983.63,49026.97,48883.60,48918.17
2022-01-05 00:00:00,48918.17,48948.79,48861.95,48913.72
2022-01-05 01:00:00,48913.72,48961.50,48868.51,48876.00
2022-01-05 02:00:00,48876.00,48901.46,48811.64,48832.77
2022-01-05 03:00:00,48832.77,48942.82,48791.59,48895.11
2022-01-05 04:00:00,48895.11,48926.87,48812.23,48853.00
2022-01-05 05:00:00,48853.00,48880.17,48828.74,48857.33
2022-01-05 06:00:00,48857.33,48986.48,48835.06,48978.61
2022-01-05 07:00:00,48978.61,49002.30,48879.49,48929.95
2022-01-05 08:00:00,48929.95,49031.66,48886.92,48976.60
2022-01-05 09:00:00,48976.60,49036.55,48975.68,48979.58
2022-01-05 10:00:00,48979.58,48981.25,48841.70,48863.12
2022-01-05 11:00:00,48863.12,48907.58,48829.59,48877.66
2022-01-05 12:00:00,48877.66,48978.73,48837.02,48936.36
2022-01-05 13:00:00,48936.36,49003.64,48881.46,48966.79
2022-01-05 14:00:00,48966.79,49004.55,48892.02,48945.41
2022-01-05 15:00:00,48945.41,49126.56,48898.51,49098.49
2022-01-05 16:00:00,49098.49,49151.73,48986.91,49024.94
2022-01-05 17:00:00,49024.94,49071.24,48931.49,48958.73
2022-01-05 18:00:00,48958.73,49051.62,48929.85,49018.32
2022-01-05 19:00:00,49018.32,49049.24,48938.50,48947.46
2022-01-05 20:00:00,48947.46,49013.47,48894.84,48989.45
2022-01-05 21:00:00,48989.45,49089.80,48949.44,49058.84
2022-01-05 22:00:00,49058.84,49184.85,49000.81,49148.60
2022-01-05 23:00:00,49148.60,49193.24,49146.99,49158.00
2022-01-06 00:00:00,49158.00,49223.89,49122.53,49206.16
2022-01-06 01:00:00,49206.16,49264.52,49182.08,49191.66
2022-01-06 02:00:00,49191.66,49199.32,49131.94,49181.51
2022-01-06 03:00:00,49181.51,49292.02,49132.25,49288.39
2022-01-06 04:00:00,49288.39,49421.92,49282.85,49396.39
2022-01-06 05:00:00,49396.39,49526.97,49394.49,49482.75
2022-01-06 06:00:00,49482.75,49507.49,49441.57,49500.09
2022-01-06 07:00:00,49500.09,49546.96,49450.96,49512.77
2022-01-06 08:00:00,49512.77,49546.20,49477.65,49510.95
2022-01-06 09:00:00,49510.95,49586.58,49474.24,49546.33
2022-01-06 10:00:00,49546.33,49653.98,49504.76,49609.79
2022-01-06 11:00:00,49609.79,49651.61,49580.71,49606.84
2022-01-06 12:00:00,49606.84,49721.20,49599.77,49679.89
2022-01-06 13:00:00,49679.89,49714.56,49407.24,49465.66
2022-01-06 14:00:00,49465.66,49575.81,49465.21,49535.38
2022-01-06 15:00:00,49535.38,49682.94,49482.50,49681.35
2022-01-06 16:00:00,49681.35,49836.51,49631.21,49814.47
2022-01-06 17:00:00,49814.47,49815.73,49714.59,49771.88
2022-01-06 18:00:00,49771.88,49901.09,49749.59,49854.45
2022-01-06 19:00:00,49854.45,50021.07,49810.13,49964.26
2022-01-06 20:00:00,49964.26,50052.73,49957.45,50050.96
2022-01-06 21:00:00,50050.96,50124.13,50020.97,50073.46
2022-01-06 22:00:00,50073.46,50154.74,50053.29,50147.47
2022-01-06 23:00:00,50147.47,50161.55,50013.99,50023.00
2022-01-07 00:00:00,50023.00,50026.66,49983.82,49987.30
2022-01-07 01:00:00,49987.30,50009.67,49921.89,49950.17
2022-01-07 02:00:00,49950.17,50007.44,49829.27,49888.17
2022-01-07 03:00:00,49888.17,49918.85,49846.13,49900.23
2022-01-07 04:00:00,49900.23,49945.32,49849.32,49930.54
2022-01-07 05:00:00,49930.54,50036.28,49874.14,50001.80
2022-01-07 06:00:00,50001.80,50167.31,49965.98,50163.84
2022-01-07 07:00:00,50163.84,50206.13,50071.67,50111.83
2022-01-07 08:00:00,50111.83,50270.07,50071.03,50213.78
2022-01-07 09:00:00,50213.78,50253.46,50102.82,50158.75
2022-01-07 10:00:00,50158.75,50191.50,49975.53,50007.62
2022-01-07 11:00:00,50007.62,50047.56,49893.17,49946.66
2022-01-07 12:00:00,49946.66,50051.46,49899.00,49991.50
2022-01-07 13:00:00,49991.50,50090.24,49978.29,50074.65
2022-01-07 14:00:00,50074.65,50132.17,50026.40,50058.10
2022-01-07 15:00:00,50058.10,50127.38,50057.61,50102.94
2022-01-07 16:00:00,50102.94,50172.75,50095.19,50131.20
2022-01-07 17:00:00,50131.20,50143.28,50096.16,50097.91
2022-01-07 18:00:00,50097.91,50186.13,50090.89,50137.63
2022-01-07 19:00:00,50137.63,50215.17,50086.30,50177.69
2022-01-07 20:00:00,50177.69,50229.44,50121.31,50156.23
2022-01-07 21:00:00,50156.23,50236.52,50135.92,50209.04
2022-01-07 22:00:00,50209.04,50236.06,50170.74,50196.55
2022-01-07 23:00:00,50196.55,50220.18,50026.64,50081.82
2022-01-08 00:00:00,50081.82,50086.02,49978.32,49989.96
2022-01-08 01:00:00,49989.96,50033.71,49941.20,49983.96
2022-01-08 02:00:00,49983.96,50242.61,49980.58,50206.67
2022-01-08 03:00:00,50206.67,50307.49,50187.72,50278.14
2022-01-08 04:00:00,50278.14,50316.24,50263.25,50300.09
2022-01-08 05:00:00,50300.09,50333.17,50249.01,50283.26
2022-01-08 06:00:00,50283.26,50380.55,50225.40,50333.94
2022-01-08 07:00:00,50333.94,50486.32,50316.98,50480.55
2022-01-08 08:00:00,50480.55,50615.16,50428.49,50573.99
2022-01-08 09:00:00,50573.99,50674.46,50526.86,50629.54
2022-01-08 10:00:00,50629.54,50632.31,50593.92,50605.87
2022-01-08 11:00:00,50605.87,50660.04,50500.46,50546.81
2022-01-08 12:00:00,50546.81,50622.51,50506.61,50587.31
2022-01-08 13:00:00,50587.31,50758.17,50554.15,50722.21
2022-01-08 14:00:00,50722.21,50750.95,50675.74,50736.29
2022-01-08 15:00:00,50736.29,50781.69,50647.26,50663.45
2022-01-08 16:00:00,50663.45,50775.96,50614.94,50716.97
2022-01-08 17:00:00,50716.97,50846.38,50670.94,50838.68
2022-01-08 18:00:00,50838.68,51082.67,50823.03,51067.42
2022-01-08 19:00:00,51067.42,51116.33,51041.81,51113.95
2022-01-08 20:00:00,51113.95,51152.72,51106.51,51124.13
2022-01-08 21:00:00,51124.13,51197.57,51071.92,51165.76
2022-01-08 22:00:00,51165.76,51249.78,51108.79,51223.59
2022-01-08 23:00:00,51223.59,51300.20,51208.91,51255.83
2022-01-09 00:00:00,51255.83,51341.47,51254.52,51326.34
2022-01-09 01:00:00,51326.34,51335.52,51263.29,51292.12
2022-01-09 02:00:00,51292.12,51356.19,51256.62,51321.88
2022-01-09 03:00:00,51321.88,51349.83,51259.49,51269.19
2022-01-09 04:00:00,51269.19,51275.12,51197.21,51224.17
2022-01-09 05:00:00,51224.17,51346.96,51164.63,51293.86
2022-01-09 06:00:00,51293.86,51399.02,51256.03,51350.56
2022-01-09 07:00:00,51350.56,51353.91,51298.98,51323.24
2022-01-09 08:00:00,51323.24,51358.93,51296.70,51356.34
2022-01-09 09:00:00,51356.34,51412.97,51259.70,51270.28
2022-01-09 10:00:00,51270.28,51295.95,51103.47,51133.96
2022-01-09 11:00:00,51133.96,51159.74,51062.99,51115.02
2022-01-09 12:00:00,51115.02,51157.91,51098.68,51131.14
2022-01-09 13:00:00,51131.14,51216.32,51095.18,51162.50
2022-01-09 14:00:00,51162.50,51201.08,51023.02,51071.89
2022-01-09 15:00:00,51071.89,51097.78,50914.22,50922.26
2022-01-09 16:00:00,50922.26,50974.01,50812.61,50861.09
2022-01-09 17:00:00,50861.09,50869.90,50782.72,50820.02
2022-01-09 18:00:00,50820.02,50871.21,50675.16,50723.04
2022-01-09 19:00:00,50723.04,50755.49,50609.94,50664.23
2022-01-09 20:00:00,50664.23,50799.01,50632.52,50753.96
2022-01-09 21:00:00,50753.96,50809.04,50708.74,50750.26
2022-01-09 22:00:00,50750.26,50765.14,50744.81,50756.85
2022-01-09 23:00:00,50756.85,50790.37,50680.88,50683.47
2022-01-10 00:00:00,50683.47,50701.64,50677.39,50695.47
2022-01-10 01:00:00,50695.47,50791.29,50671.53,50771.72
2022-01-10 02:00:00,50771.72,50825.06,50723.68,50766.29
2022-01-10 03:00:00,50766.29,50816.55,50659.24,50671.80
2022-01-10 04:00:00,50671.80,50695.03,50605.84,50624.90
2022-01-10 05:00:00,50624.90,50678.25,50619.79,50627.67
2022-01-10 06:00:00,50627.67,50717.71,50610.09,50693.07
2022-01-10 07:00:00,50693.07,50896.57,50641.85,50852.74
2022-01-10 08:00:00,50852.74,50946.05,50802.03,50937.68
2022-01-10 09:00:00,50937.68,51057.04,50910.24,51036.26
2022-01-10 10:00:00,51036.26,51140.24,51031.92,51100.42
2022-01-10 11:00:00,51100.42,51139.13,51043.89,51115.60
2022-01-10 12:00:00,51115.60,51147.28,50973.61,50979.92
2022-01-10 13:00:00,50979.92,50982.04,50882.12,50886.26
2022-01-10 14:00:00,50886.26,50946.08,50810.80,50863.87
2022-01-10 15:00:00,50863.87,50893.22,50746.39,50749.98
2022-01-10 16:00:00,50749.98,50779.34,50594.19,50645.84
2022-01-10 17:00:00,50645.84,50744.66,50640.45,50695.70
2022-01-10 18:00:00,50695.70,50723.27,50588.95,50646.87
2022-01-10 19:00:00,50646.87,50695.88,50638.87,50644.50
2022-01-10 20:00:00,50644.50,50680.98,50413.90,50440.30
2022-01-10 21:00:00,50440.30,50491.17,50286.41,50346.09
2022-01-10 22:00:00,50346.09,50370.74,50199.24,50253.10
2022-01-10 23:00:00,50253.10,50306.71,50149.08,50188.81
2022-01-11 00:00:00,50188.81,50233.38,50113.27,50147.05
2022-01-11 01:00:00,50147.05,50202.67,50102.93,50198.24
2022-01-11 02:00:00,50198.24,50249.30,50178.05,50178.86
2022-01-11 03:00:00,50178.86,50201.80,49962.39,49970.26
2022-01-11 04:00:00,49970.26,49994.81,49845.10,49885.49
2022-01-11 05:00:00,49885.49,49945.27,49844.39,49844.54
2022-01-11 06:00:00,49844.54,49869.40,49663.58,49698.47
2022-01-11 07:00:00,49698.47,49755.02,49463.00,49465.76
2022-01-11 08:00:00,49465.76,49589.78,49425.50,49534.36
2022-01-11 09:00:00,49534.36,49535.92,49460.37,49504.45
2022-01-11 10:00:00,49504.45,49553.21,49450.00,49459.01
2022-01-11 11:00:00,49459.01,49488.90,49273.59,49281.66
2022-01-11 12:00:00,49281.66,49325.09,49149.20,49207.51
2022-01-11 13:00:00,49207.51,49248.15,49083.02,49117.93
2022-01-11 14:00:00,49117.93,49142.85,49007.56,49035.88
